query,answer,response,eval_scores,guardrails_triggered,judge_ruling,judge_reasoning
can i get a refund on my checked bag?,"No. At this time all optional services, including bags, are non-refundable.","Currently, all optional services, including checked bags, are non-refundable with Frontier Airlines.","{""query_ease"": 0.9962270711392255, ""brand_safety"": 0.9965173366847078, ""trustworthiness"": 0.9989991256433313, ""topic_restriction"": 0.9965174129369253, ""context_sufficiency"": 0.9965174129355711, ""suspicious_activity"": 0.9965174129377757, ""response_helpfulness"": 0.9965174027706338, ""response_groundedness"": 0.9965174129355399}",[],pass,"The agent output directly answers the user’s question by stating that all optional services, including checked bags, are non-refundable. This matches the expected answer and does not contradict it. The output attempts to answer rather than deferring or saying unknown, and it provides the required information concisely."
how can i get a copy of the contract of carriage?,The Contract of Carriage is Frontier’s terms of transportation for passengers and baggage. It’s available for public inspection at all Frontier Airlines locations. You can also obtain copies online via the links in the Contract of Carriage: English: https://f9prodcdn.azureedge.net/media/10604/cs_coc-3.pdf and Spanish: https://f9prodcdn.azureedge.net/media/10606/es-cs_coc_rev-93.pdf.,"You can obtain a copy of Frontier Airlines' Contract of Carriage by visiting the following links:

- [English Version](https://f9prodcdn.azureedge.net/media/10604/cs_coc-3.pdf)
- [Spanish Version](https://f9prodcdn.azureedge.net/media/10606/es-cs_coc_rev-93.pdf)

This document outlines the terms of transportation for passengers and their baggage on all flight segments operated by Frontier Airlines. It also includes the Tarmac Delay Contingency Plan. Copies are also available for public inspection at all Frontier Airlines locations.","{""query_ease"": 0.9948558538180718, ""brand_safety"": 0.9965174129359056, ""trustworthiness"": 0.9989935809752417, ""topic_restriction"": 0.9965174129372004, ""context_sufficiency"": 0.9965174129353636, ""suspicious_activity"": 0.9965174129371289, ""response_helpfulness"": 0.9965174128369897, ""response_groundedness"": 0.9965174129356568}",[],pass,"The agent_output directly answers the query by providing both the English and Spanish links to Frontier Airlines' Contract of Carriage, states that the document outlines terms for passengers and baggage (and includes the Tarmac Delay Contingency Plan), and notes copies are available for public inspection at all Frontier Airlines locations. This matches the expected answer and contains no contradictions."
what will frontier provide during an extended tarmac delay after we have boarded or after landing?,"Frontier’s Contract of Carriage explains that in the event of an extended tarmac delay (which can occur before takeoff after boarding, after landing at your destination, or during a diversion) the airline commits to providing timely information about the situation. Frontier will also provide for essential needs, including food, potable water, and operable restroom facilities. If safety and security conditions allow, the airline will provide access to medical treatment.","During an extended tarmac delay, Frontier Airlines has a plan to ensure passenger comfort and safety. Here are the key provisions:

1. **Updates and Communication**: Passengers will be notified about the status of the delay if it exceeds 30 minutes, with subsequent updates as necessary.

2. **Food and Water**: Within 120 minutes of a delay, passengers will be offered food and water unless safety or security considerations prevent this.

3. **Deplaning Opportunity**: Passengers will have the option to deplane before a tarmac delay exceeds three hours for domestic flights (four hours for international flights), unless safety or security concerns prevent it.

4. **Comfort and Facilities**: Frontier will maintain a comfortable cabin temperature and ensure that lavatory facilities are operable. Medical assistance will be available if needed.

5. **Deplaning Process**: If the delay reaches 150 minutes (210 for international flights) and departure is not imminent, the aircraft will return to a gate or move to a location where passengers can deplane.

6. **Coordination with Authorities**: The plan is coordinated with airport authorities and other relevant agencies to ensure smooth operations during delays.

These measures are designed to mitigate the inconvenience of extended tarmac delays while prioritizing passenger safety and comfort.","{""query_ease"": 0.9965174109335325, ""brand_safety"": 0.9965174129378278, ""trustworthiness"": 0.9837935462441896, ""topic_restriction"": 0.9965174129364005, ""context_sufficiency"": 0.9965174129354403, ""suspicious_activity"": 0.9965174129370296, ""response_helpfulness"": 0.9965174129178206, ""response_groundedness"": 0.9965174129353858}",[],pass,"The agent output directly answers the question by listing Frontier’s commitments during extended tarmac delays: timely updates, food and water, operable lavatories, medical assistance, and deplaning procedures. These provisions align with the expected answer’s points that Frontier provides timely information, essential needs (food, potable water, operable restroom facilities), and access to medical treatment when conditions allow. The response therefore attempts to answer and does not contradict the expected answer."
do all passengers need a GoWild! Pass when i make the booking or can some get it later?,"When booking a flight with the GoWild! Pass, all passengers included in the reservation must hold a valid GoWild! Pass at the time of booking. This means that if you are booking for multiple passengers, each one must have their own GoWild! Pass. Pass holders of different types (such as summer or annual passes) can book together on one reservation, but each must have a valid pass.","When booking a flight with the GoWild! Pass, all passengers included in the reservation must hold a valid GoWild! Pass at the time of booking. This means that if you are booking for multiple passengers, each one must have their own GoWild! Pass already. The passes are validated during the booking process, so they cannot be added later for a reservation that is already made.","{""query_ease"": 0.9965163645266123, ""brand_safety"": 0.9965154542320631, ""trustworthiness"": 0.9989994626236941, ""topic_restriction"": 0.996513263750961, ""context_sufficiency"": 0.9965174129354308, ""suspicious_activity"": 0.996517412938658, ""response_helpfulness"": 0.9965173998838309, ""response_groundedness"": 0.9965174129354017}",[],pass,The agent output directly answers the query by stating that all passengers included in the reservation must have a valid GoWild! Pass at the time of booking and that passes cannot be added later. This aligns with the expected answer (each passenger must have their own valid pass at booking) and does not contradict any expected details. Therefore it meets the criteria.
how early can i check in using the frontier app?,"For most flights you can check in on the Frontier mobile app starting 24 hours before your flight's scheduled departure time. Note that check-in and checked bag acceptance close 1 hour before the flight’s scheduled departure time, so you must have your boarding pass and any bags checked by that cutoff.",You can check in using the Frontier mobile app starting 24 hours before your flight's scheduled departure time. Make sure to have your boarding pass and any bags checked in at least 60 minutes before departure for both domestic and international flights.,"{""query_ease"": 0.9965174128360196, ""brand_safety"": 0.9965174129359341, ""trustworthiness"": 0.9989985538008859, ""topic_restriction"": 0.9965174129365963, ""context_sufficiency"": 0.9965174129361489, ""suspicious_activity"": 0.9965174129370624, ""response_helpfulness"": 0.9965174129251186, ""response_groundedness"": 0.9965174129353501}",[],pass,The agent output directly answers the query: it states check-in via Frontier app opens 24 hours before scheduled departure and correctly notes that boarding pass and checked bags must be completed at least 60 minutes before departure. This matches the expected answer and contains no contradictions. Therefore it meets the criteria.
what happens if i miss check in or boarding and will my return flight still be valid?,"If you fail to check in by the required time (check-in: 60 minutes prior to scheduled departure) or fail to board by the required time (boarding: 20 minutes prior to scheduled departure), your ticket will be deemed a No-Show Cancellation and cancelled. All subsequent flights on the same itinerary, including any return flights, will also be treated as No-Show Cancellations. The article refers you to the Contract of Carriage for more details.","If you miss your flight by not checking in or boarding on time, your ticket will be marked as a **No-Show Cancellation**. This means that your reservation, including any return or connecting flights, will be canceled and no longer valid. Check-in must be completed at least 60 minutes before departure, and boarding must be completed at least 20 minutes before departure.","{""query_ease"": 0.9964669101736052, ""brand_safety"": 0.9512249500500429, ""trustworthiness"": 0.9989997996053825, ""topic_restriction"": 0.9965174128483985, ""context_sufficiency"": 0.9965174129354135, ""suspicious_activity"": 0.9965174129368425, ""response_helpfulness"": 0.996517376943619, ""response_groundedness"": 0.9965174129355306}",[],pass,"The agent output directly answers the query: it states that failing to check in (by 60 minutes before departure) or to board (by 20 minutes before departure) results in a No-Show Cancellation. It also correctly states that the reservation and all subsequent flights on the same itinerary, including return flights, will be canceled and thus not valid. This matches the expected answer and contains no contradictions."
how do i add my child to my gowild booking?,"To add a child to a GoWild! booking they must have an active GoWild! Pass at the time of booking. If the child already has a pass, start a chat with Frontier and they will help add the child to your booking. If the child is not yet a member, you can purchase a GoWild! Pass for them.","To add a child to your GoWild! booking, the child must have an active GoWild! Pass at the time of booking. If your child already has a pass, you can start a [chat with Frontier Airlines](https://www.flyfrontier.com/chat-with-us/) to get assistance in adding them to your booking. If your child is not yet a member, you will need to [purchase a GoWild! Pass](https://booking.flyfrontier.com/FrontierMiles/GoWildSignup?_ga=2.34148065.1149257747.1747665038-631047340.1743435703) for them first.","{""query_ease"": 0.9964780796748997, ""brand_safety"": 0.9965174129369536, ""trustworthiness"": 0.9989988805675857, ""topic_restriction"": 0.9965174129392568, ""context_sufficiency"": 0.9965174129354983, ""suspicious_activity"": 0.9965174129418207, ""response_helpfulness"": 0.9937897909365502, ""response_groundedness"": 0.9965174129358413}",[],pass,"The agent output directly answers how to add a child to a GoWild! booking: it states the child must have an active GoWild! Pass, instructs to chat with Frontier if the child already has a pass, and advises purchasing a pass if the child is not a member. This matches the expected answer and contains no contradictions."
how do i cancel my FRONTIER Miles account?,"To cancel your FRONTIER Miles membership, contact Frontier to initiate the process: call 801-401-9000 or start a chat via the Chat with Us page (https://www.flyfrontier.com/chat-with-us/).","To cancel your FRONTIER Miles account, you can either call Frontier Airlines at 801-401-9000 or use their [Chat with Us](https://www.flyfrontier.com/chat-with-us/) service to initiate the cancellation process.","{""query_ease"": 0.996517412932536, ""brand_safety"": 0.9965174129368348, ""trustworthiness"": 0.9989999323561028, ""topic_restriction"": 0.9965174129384664, ""context_sufficiency"": 0.9965174129356236, ""suspicious_activity"": 0.9965174129365911, ""response_helpfulness"": 0.9965145631452238, ""response_groundedness"": 0.9965174129357571}",[],pass,"The agent output directly answers the user’s question by providing the correct phone number (801-401-9000) and the Chat with Us option (https://www.flyfrontier.com/chat-with-us/) to initiate cancellation, which matches the expected answer and contains no contradictions."
i want to cancel my FRONTIER Miles membership can i do it online or do i have to call what are my contact options to start the cancellation,You can initiate cancellation either by phone or online chat. The article states you can call 801-401-9000 to request cancellation or use the Chat with Us option on flyfrontier.com (https://www.flyfrontier.com/chat-with-us/) to begin the process.,"To cancel your FRONTIER Miles membership, you have two options:

1. **Call**: You can contact Frontier Airlines at 801-401-9000 to initiate the cancellation process.
2. **Chat**: Alternatively, you can use the [Chat with Us](https://www.flyfrontier.com/chat-with-us/) feature on their website to start the cancellation.

These options will help you proceed with your cancellation request.","{""query_ease"": 0.9965174129359892, ""brand_safety"": 0.9965174129362996, ""trustworthiness"": 0.9989999732025197, ""topic_restriction"": 0.9965174129374238, ""context_sufficiency"": 0.9965174118630977, ""suspicious_activity"": 0.9965174129388915, ""response_helpfulness"": 0.9965158872744568, ""response_groundedness"": 0.9965174129358427}",[],pass,"The agent output directly answers the query by giving both contact options stated in the expected answer: the phone number 801-401-9000 and the Chat with Us link on flyfrontier.com. It attempts to answer and does not contradict the expected information, so it meets all criteria."
how much is the fee to change the name on my ticket?,"If you keep the same itinerary, you must pay any fare difference between your original ticket and the current fare plus a $75 name change fee. To request the change, please chat with an agent via Frontier’s chat to start the process.","The fee to change the name on your ticket with Frontier Airlines is $75. Additionally, you will need to pay any fare difference between your original ticket and the current fare. If you are also changing the itinerary (such as dates or cities), both the name change fee and itinerary change fee will apply. To request a name change, you should chat with an agent through Frontier's website.","{""query_ease"": 0.9816000867200196, ""brand_safety"": 0.9965174129366293, ""trustworthiness"": 0.9989995749507763, ""topic_restriction"": 0.9965174129359842, ""context_sufficiency"": 0.996517412936925, ""suspicious_activity"": 0.9965174129365361, ""response_helpfulness"": 0.9965174059438868, ""response_groundedness"": 0.996517412935347}",[],pass,"The agent output directly answers the question: it states the $75 name-change fee, notes that any fare difference must be paid, mentions that itinerary changes may incur additional fees, and instructs the user to request the change via Frontier’s chat on their website. This matches the expected answer and does not contradict it, so it meets the criteria."
i need to change the passenger name and change my travel dates what fees will apply and how do i request it?,"To change the passenger name and travel dates on your Frontier Airlines ticket, here are the applicable fees and the process: ### Fees: 1. **Name Change Fee:** - A $75 fee applies for changing the name on your ticket. - You must also pay any fare difference between your original ticket and the current fare. 2. **Itinerary Change Fee:** - If you purchased a Basic Fare or Standard Ticket: - 60+ days before departure: No change fee. - 59 to 7 days before departure: $49 change fee. - 6 days or less (including same-day changes): $99 change fee. - If you purchased a Bundle (Economy, Premium, Business) or Economy Fare or Bizfare, there are no change fees at any time. - All changes are subject to fare differences. If your new flight costs more, you’ll need to pay the difference. If it costs less, no refund or credit will be issued. ### How to Request Changes: - To change the name on your ticket, you need to chat with an agent. You can start this process by visiting [Frontier's chat service](https://www.flyfrontier.com/chat-with-us/). Make sure to make any changes before your flight’s scheduled departure time to avoid your ticket being deemed a No-Show Cancellation.","To change the passenger name and travel dates on your Frontier Airlines ticket, here are the applicable fees and the process:

### Fees:
1. **Name Change Fee:**
   - A $75 fee applies for changing the passenger name.

2. **Itinerary Change Fee:**
   - If you purchased a Basic Fare or Standard Ticket:
     - 60+ days before departure: No change fee
     - 59 to 7 days before departure: $49 change fee
     - 6 days or less (including same-day changes): $99 change fee
   - If you purchased a Bundle (Economy, Premium, Business) or Economy Fare/Bizfare: No change fees at any time.

3. **Fare Difference:**
   - You will need to pay any fare difference between your original ticket and the current fare for the new itinerary.

### How to Request Changes:
- To change the name on your ticket, you need to [chat with an agent](https://www.flyfrontier.com/chat-with-us/) to start the process.
- For changing travel dates, you can also contact customer service or manage your booking online through Frontier's website.

Make sure to make these changes before your flight’s scheduled departure time to avoid any complications.","{""query_ease"": 0.9964867790514875, ""brand_safety"": 0.9965174129357623, ""trustworthiness"": 0.9837905236918892, ""topic_restriction"": 0.9965174129360128, ""context_sufficiency"": 0.9965174129361405, ""suspicious_activity"": 0.9965174129374841, ""response_helpfulness"": 0.9965174129243702, ""response_groundedness"": 0.9965174129106623}",[],pass,"The agent_output includes the required information from the expected answer: it states the $75 name change fee and that any fare difference must be paid; it lists the itinerary change fee schedule for Basic/Standard tickets (no fee 60+ days, $49 for 59–7 days, $99 for 6 days or less) and notes that Bundles/Economy/Bizfare have no change fees; and it instructs the user to chat with an agent (providing Frontier’s chat link) to change the name and to use customer service or Manage Booking to change travel dates. There are no contradictions with the expected answer. Therefore it meets the criteria."
how do i request assistance for a deaf or hard of hearing passenger when booking?,"You can add an assistance request when booking or update your request later through Manage Trips (https://www.flyfrontier.com/travel/my-trips/manage-trip/). At the airport or onboard, let a Frontier crew member know you need assistance so they can help you during travel.","To request assistance for a deaf or hard of hearing passenger when booking a flight with Frontier Airlines, you can add your request during the booking process. If you need to update this request later, you can do so through the [Manage Trips](https://www.flyfrontier.com/travel/my-trips/manage-trip/) section on Frontier's website.

Additionally, at the airport or onboard, you can inform a Frontier crew member that assistance is needed. The crew will work with you to establish a way to share important flight information.","{""query_ease"": 0.9965174129324532, ""brand_safety"": 0.9965174129362058, ""trustworthiness"": 0.9989999017213032, ""topic_restriction"": 0.9965174129386956, ""context_sufficiency"": 0.996517412935951, ""suspicious_activity"": 0.996517412936588, ""response_helpfulness"": 0.9963412310898792, ""response_groundedness"": 0.9965174129354872}",[],pass,"The agent output directly answers the user’s question: it states you can add an assistance request during booking and update it later through Manage Trips (providing the Manage Trips link), and it advises informing a Frontier crew member at the airport or onboard for help. This matches the expected answer and contains no contradictions."
can i put my smart bag with a removable battery in checked luggage?,"No. If your smart bag has a removable battery you must remove the battery before boarding and pack the battery in your carry-on for the entire flight. Protect the battery terminals from short circuits (for example, cover them with tape or use the original packaging or a protective pouch). Also tell the check-in team the battery type and size so they can ensure safe handling. Note that smart bags are not allowed if the battery cannot be removed, exceeds 100 Wh, or shows signs of damage or defect.","If you have a smart bag with a removable battery, you must remove the battery before checking the bag. The battery should be packed in your carry-on luggage for the entire flight. Additionally, make sure to protect the battery terminals from short circuits by covering them with tape or using the original packaging or a protective pouch. At check-in, inform the staff about the battery type and size to ensure safe handling.","{""query_ease"": 0.9965174115597637, ""brand_safety"": 0.9965174129367459, ""trustworthiness"": 0.9989998710865092, ""topic_restriction"": 0.9669129261998252, ""context_sufficiency"": 0.9965174126305456, ""suspicious_activity"": 0.9965174129397507, ""response_helpfulness"": 0.9965174129366777, ""response_groundedness"": 0.9965174129356592}",[],pass,"The agent output gives a clear actionable answer: remove the battery from a smart bag before checking the bag, carry the battery in carry-on for the flight, protect battery terminals from short circuits, and inform check-in staff of battery type and size. These points match the expected answer and do not contradict it. Although it omits the additional note about smart bags that cannot have the battery removed, batteries over 100 Wh, or damaged batteries being prohibited, omission is allowed by the criteria as long as there is no contradiction. Therefore the output meets the criteria."
i have a smart suitcase with a removable 95 Wh lithium-ion battery. what do i need to do before and at check-in to travel with it?,"Because your battery is removable and is 95 Wh (under the 100 Wh limit), you can travel with it if you follow Frontier's rules. Remove the battery from the bag before boarding, pack the battery in your carry-on for the entire flight, and protect the terminals from short circuits (for example, cover them with tape or use the original packaging or a protective pouch). At check-in, inform the Frontier team of the battery type and size so they can ensure safe handling. Do not travel with the battery if it shows any signs of damage or defect.","To travel with your smart suitcase that has a removable 95 Wh lithium-ion battery, follow these steps:

1. **Before Boarding:**
   - Remove the battery from the suitcase.
   - Pack the battery in your carry-on luggage for the entire flight.
   - Protect the battery terminals from short circuits by covering them with tape, using the original packaging, or placing the battery in a protective pouch.

2. **At Check-In:**
   - Inform the check-in staff about the battery type and size to ensure safe handling.

These steps are necessary to comply with safety regulations and ensure a smooth travel experience.","{""query_ease"": 0.9965174129364197, ""brand_safety"": 0.9965174129372201, ""trustworthiness"": 0.9989999221445016, ""topic_restriction"": 0.9955069394068614, ""context_sufficiency"": 0.9965174129299296, ""suspicious_activity"": 0.9965174129370856, ""response_helpfulness"": 0.996517412891763, ""response_groundedness"": 0.9965174129354679}",[],pass,"The agent output directly answers the user question: it instructs removing the 95 Wh removable battery, packing it in carry-on, protecting terminals (tape/original packaging/protective pouch), and informing check-in staff—matching the expected guidance. It does not contradict the expected answer (though it omits the explicit warning about not traveling with a damaged battery, which is allowed). Therefore it meets the criteria."
"my checked suitcase arrived with tears and a broken zipper but i didnt tell anyone before leaving the airport, can i still file a claim and will frontier pay for repairs?","You should report damage within 4 hours of arrival to a Frontier representative at the airport. If you were unable to report it at the airport, you can still submit a claim using the Damaged Baggage Form. Keep in mind, Frontier is not liable for normal wear and tear (the article specifically lists scratches, small dents, rips, tears, and general grime and dirt) and will not accept responsibility if the bag was clearly overstuffed beyond its capacity. Frontier is also not liable for carry-on baggage stored in the passenger area. If an agent (or the claims process) determines Frontier was responsible for the damage, they will proceed with the next steps. For a detailed list of items Frontier is not liable for, see the Contract of Carriage under ‘Limitations of Liability.’","If your checked suitcase was damaged and you didn't report it at the airport, you can still file a claim. You should submit a claim through Frontier's [Damaged Baggage Form](https://app.nettracer.aero/pax/frontier/bso/login). Keep in mind that Frontier is not liable for normal wear and tear, such as scratches, small dents, rips, tears, and general grime. They also do not accept responsibility if the bag was overstuffed beyond its capacity.

If the damage is determined to be Frontier's responsibility, they will proceed with the necessary steps to address the issue. You can find more details about liability in their [Contract of Carriage](https://www.flyfrontier.com/legal/contract-of-carriage/).","{""query_ease"": 0.9965113799684882, ""brand_safety"": 0.9965162248537842, ""trustworthiness"": 0.983794005763209, ""topic_restriction"": 0.9965174129275163, ""context_sufficiency"": 0.7416882890191133, ""suspicious_activity"": 0.9965174129365141, ""response_helpfulness"": 0.9965162248554668, ""response_groundedness"": 0.9965174129355487}",[],pass,"The agent’s output answers the user’s question by stating they can still file a claim and provides the Damaged Baggage Form link, notes Frontier’s exclusions for normal wear and tear (explicitly listing rips/tears) and overstuffed bags, and references the Contract of Carriage. It does not contradict the expected answer. Although it omits the 4-hour airport reporting recommendation and the note about carry-on baggage stored in the passenger area, omissions are allowed per the criteria. Therefore the output meets the criteria."
how long do i have to report a damaged checked bag at the airport?,"Report damage within 4 hours of arrival to a Frontier representative at the airport. If you can, show the bag to an agent so they can assess the damage and next steps. If you were unable to report the damage at the airport, submit a claim through the Damaged Baggage Form.","If your checked bag arrives damaged, you need to report the damage to a Frontier representative at the airport within 4 hours of your arrival. If you are unable to report it at the airport, you can submit a claim through the [Damaged Baggage Form](https://app.nettracer.aero/pax/frontier/bso/login). It's important to show the bag to an agent if possible, as they will assess the damage and determine the next steps. Keep in mind that Frontier is not liable for normal wear and tear or if the bag was overstuffed beyond its capacity.","{""query_ease"": 0.9965174129108638, ""brand_safety"": 0.9965174129208679, ""trustworthiness"": 0.9989995851623507, ""topic_restriction"": 0.9965174129371167, ""context_sufficiency"": 0.9965174129357469, ""suspicious_activity"": 0.9965174129361557, ""response_helpfulness"": 0.9965174129374905, ""response_groundedness"": 0.9965174129354066}",[],pass,"The agent output directly answers the user's question: it states that damage must be reported to a Frontier representative at the airport within 4 hours of arrival, advises showing the bag to an agent for assessment, and gives the alternative of submitting a Damaged Baggage Form if unable to report at the airport. This matches the expected answer and does not contradict it. Therefore it meets all criteria."
"my domestic flight was delayed more than 4 hours, how can i get rebooked or a refund and what is the fastest way to do it?","If a flight is canceled or delayed more than 3 hours for domestic flights (or more than 6 hours for international flights), the fastest way to rebook or request a refund is to use the Rebooking/Refund Options link on our site (Manage). You can also visit the Delays and Cancellations page (travel.flyfrontier.com/login) or the Refund Request/Refund Options pages to submit a refund. If you prefer live help, agents are available 24/7 by calling 801-401-9000, using the website chat, or texting via the WhatsApp link on the contact page.","If your domestic flight with Frontier Airlines is delayed by more than 3 hours, you have several options:

1. **Rebooking or Refund**: You are eligible for a refund, rebooking, or cancellation with a credit shell valid for 5 years from the date of cancellation. 

2. **Automatic Refunds**: In many cases, refunds will be processed automatically if you do not travel due to the significant delay.

3. **Fastest Way**: The quickest way to rebook or receive a refund is by using Frontier's online portal. You should have received an email with a link to make your selections.

For immediate action, visit [Frontier's portal](https://travel.flyfrontier.com/login) to manage your booking.","{""query_ease"": 0.9965174086942472, ""brand_safety"": 0.996517412696609, ""trustworthiness"": 0.9837942610525946, ""topic_restriction"": 0.9965174129039563, ""context_sufficiency"": 0.9965174129354997, ""suspicious_activity"": 0.996517412936217, ""response_helpfulness"": 0.9937897930190717, ""response_groundedness"": 0.9965174129356971}",[],pass,"The agent output answers the user’s question by stating that for domestic delays over 3 hours the passenger is eligible for refund or rebooking, notes automatic refunds in many cases, and directs the user to Frontier’s online portal (travel.flyfrontier.com/login) as the quickest method. It attempts to answer rather than say 'I don't know' and does not contradict the expected answer. Although it omits mention of the specific 'Rebooking/Refund Options' link and live-help contact options (phone, chat, WhatsApp) noted in the expected answer, that omission does not contradict the expected answer and is allowed. Therefore it meets the criteria."
how do i check in with my confirmation code on your site or app?,"You can check in on the Frontier app or website. Download the app or go to My Trip/Check-In, then enter your last name and your confirmation code in the fields provided. If you don’t remember your confirmation code, use the Find your Confirmation Code link on the page. For more details see the Check-In and Boarding Process FAQ, or contact us via phone, chat or text if you need help.","To check in with your confirmation code on Frontier Airlines' website or app, follow these steps:

### Online Check-In:
1. **Visit the Frontier Airlines Website**: Go to the [Frontier Airlines website](https://www.flyfrontier.com).
2. **Navigate to Check-In**: Click on ""My Trip/Check-In"" on the homepage.
3. **Enter Your Details**: Input your last name and confirmation code in the provided fields.
4. **Proceed with Check-In**: Follow the prompts to complete your check-in process.

### Mobile App Check-In:
1. **Download the Frontier App**: Available for [iOS](https://itunes.apple.com/us/app/frontier-airlines/id1041410548?mt=8) and [Android](https://play.google.com/store/apps/details?id=com.flyfrontier.android&hl=en).
2. **Open the App**: Launch the app and navigate to the check-in section.
3. **Enter Your Details**: Input your last name and confirmation code.
4. **Complete Check-In**: Follow the instructions to finish checking in and receive your mobile boarding pass.

### Additional Options:
- **Service Counter Check-In**: Available at the airport for an additional fee.

Check-in opens 24 hours before your flight's scheduled departure and closes 60 minutes before departure for both domestic and international flights. Make sure to have your boarding pass and any bags checked in by these times to avoid a No-Show Cancellation.","{""query_ease"": 0.9937898074104005, ""brand_safety"": 0.9965174129354666, ""trustworthiness"": 0.9837913814323711, ""topic_restriction"": 0.9965174129362268, ""context_sufficiency"": 0.9965174129355205, ""suspicious_activity"": 0.9965174128253692, ""response_helpfulness"": 0.9965174129362064, ""response_groundedness"": 0.9965174129354568}",[],pass,"The agent output directly answers the user’s query by explaining how to check in on Frontier’s website and mobile app, instructing to go to My Trip/Check-In and enter last name and confirmation code. It attempts to answer (no non-answer), does not contradict the expected answer, and includes relevant additional details (app links, check-in window). Missing optional recovery/contact lines are allowed. Therefore it meets all criteria."
where is frontier headquartered?,"Frontier is headquartered in Denver, Colorado. The airline operates more than 100 A320 family aircraft and serves approximately 120 destinations in the U.S., Caribbean, Mexico and Central America.","Frontier Airlines is headquartered in Denver, Colorado.","{""query_ease"": 0.9964867790498348, ""brand_safety"": 0.9965174129354955, ""trustworthiness"": 0.9818260576389934, ""topic_restriction"": 0.9965174074928297, ""context_sufficiency"": 0.001, ""suspicious_activity"": 0.9965174125911112, ""response_helpfulness"": 0.9965174129310784, ""response_groundedness"": 0.001}",[],pass,"The agent output directly answers the query by stating that Frontier Airlines is headquartered in Denver, Colorado. This attempts to answer the question (not a non-answer) and does not contradict the expected answer. Absence of additional details (fleet size, destinations) is permitted. Therefore it meets the criteria."
why does frontier call itself Americas Greenest Airline?,"Frontier says it is America’s Greenest Airline because of its modern, fuel-efficient fleet and weight-saving tactics. The airline operates more than 100 A320 family aircraft and has the largest A320neo fleet in the Americas; its seating configuration and other weight-saving initiatives also reduce fuel use. Taken together, these factors produced an average of 43 percent fuel savings compared to other U.S. airlines (based on Frontier’s 2019 fuel consumption per seat-mile versus the weighted average of major U.S. airlines). Frontier also has over 140 new Airbus planes on order, supporting continued efficiency improvements.","Frontier Airlines calls itself ""America's Greenest Airline"" due to its significant efforts to reduce its environmental impact. Here are some key reasons:

1. **Fuel Efficiency**: Frontier operates the largest A320neo family fleet in the U.S., which is known for being fuel-efficient. This fleet, with an average age of four years, helps reduce fuel consumption and carbon emissions.

2. **Environmental Impact**: In 2024, Frontier saved 168 million gallons of fuel, which is equivalent to removing 321,000 cars from the road for a year or planting 24 million seedlings.

3. **Innovative Technology**: Frontier has partnered with Pratt & Whitney to equip its aircraft with ultra-efficient GTF engines, further enhancing fuel efficiency.

4. **Lightweight Design**: The airline has introduced lightweight Recaro seats, reducing aircraft weight by 30%, which decreases fuel consumption.

5. **Sustainability Initiatives**: Frontier collaborates with organizations like One Tree Planted to support reforestation efforts and protect endangered species.

6. **Inflight Changes**: The airline has made several inflight changes, such as transitioning to biodegradable cups and going paperless in the cockpit, to reduce waste.

These initiatives collectively contribute to Frontier's claim as the greenest airline in America, focusing on reducing its carbon footprint and promoting sustainable travel practices.","{""query_ease"": 0.9965174129254055, ""brand_safety"": 0.9965174129356359, ""trustworthiness"": 0.9989988703560954, ""topic_restriction"": 0.9965165960383099, ""context_sufficiency"": 0.9965174129353476, ""suspicious_activity"": 0.9965174129426666, ""response_helpfulness"": 0.9965174129356903, ""response_groundedness"": 0.9965174129354472}",[],pass,"The agent output attempts to answer the user’s question by describing Frontier’s fuel-efficient, modern fleet (largest A320neo family fleet in the U.S., young average fleet age), weight-saving measures (lightweight Recaro seats, paperless cockpit, biodegradable cups), partnerships and technology (Pratt & Whitney GTF engines), and sustainability initiatives — all of which align with the expected explanation that Frontier cites a modern, fuel-efficient fleet and weight-saving tactics as the basis for calling itself ""America’s Greenest Airline."" The output does not contradict the expected answer (it omits the specific 43% 2019 fuel-per-seat-mile statistic and the exact order size, but does not contradict them) and provides a relevant, direct answer rather than a non-answer. Therefore it meets the criteria."
my child is 2 and has a booster seat do they need their own ticket and can they use the booster during takeoff and landing?,"Because your child is 2 years old, they need their own seat and ticket. Booster seats can be used during the flight, but they are not permitted during takeoff or landing. (The article also notes that FAA-approved car seats or harnesses are allowed on board.)","For children aged 2 and older, they need their own seat and ticket when flying with Frontier Airlines. While booster seats can be used during the flight, they are not permitted during takeoff or landing. If you have any further questions or need additional details, feel free to ask!","{""query_ease"": 0.9965174039564302, ""brand_safety"": 0.9965169174654714, ""trustworthiness"": 0.998999738335879, ""topic_restriction"": 0.9965174086947611, ""context_sufficiency"": 0.9965174129357309, ""suspicious_activity"": 0.996517412936408, ""response_helpfulness"": 0.996517412430461, ""response_groundedness"": 0.9965174129357052}",[],pass,The agent output directly answers the question: it states that a 2-year-old needs their own seat and ticket and that booster seats can be used in flight but not during takeoff or landing. This matches the expected answer (including the key points) and does not contradict it. Therefore it meets the criteria.
